	DBS10_GRCh37	DBS10_GRCh38	DBS10_mm9	DBS10_mm10	DBS10_rn6
GC>AG	7.41032116331922e-18	7.33060732283065e-18	7.50411760639593e-18	7.50406716163e-18	7.07442299291528e-18
GC>AT	0.00775033589955789	0.00766696447394568	0.00784843609305917	0.0078483833336886	0.00739902539744851
GC>CA	0.000105004550897236	0.000103875002550232	0.00010633365029306	0.000106332935488684	0.000100244860223496
GC>CG	7.41032116331922e-18	7.33060732283065e-18	7.50411760639593e-18	7.50406716163e-18	7.07442299291528e-18
GC>TA	0.00281012179067841	0.00277989292539192	0.00284569102212855	0.00284567189260193	0.00268274340217165
TA>AT	0.0104004507555357	0.010258772260155	0.0106399221725309	0.0106397550575072	0.00989582836709595
TA>CG	0.00411017813512038	0.0040541878835805	0.00420481539702907	0.00420474935445718	0.00391075524891967
TA>CT	0.00162007021384307	0.00159800106360107	0.00165737249225964	0.00165734646088093	0.00154146557256688
TA>GC	7.41032116331922e-18	7.30937523536046e-18	7.58094454792833e-18	7.58082547847389e-18	7.0507777115559e-18
TA>GG	0.00859037230673578	0.00847335131872421	0.00878816648673473	0.0087880284561526	0.00817357362243795
TA>GT	0.00361015646418116	0.00356097767876535	0.00369328067719585	0.0036932226690001	0.00343499426973236
TC>AA	0.00756032766460099	0.00755909218025223	0.00836634071342167	0.00836663065965266	0.0079144959108383
TC>AG	0.000271011745649056	0.000270967457784173	0.000299904541446728	0.00029991493502194	0.000283707459237721
TC>AT	0.00309013392640437	0.00308962894669039	0.00341957576778743	0.00341969427755644	0.00323489316990613
TC>CA	0.0252010922153366	0.0251969739341741	0.0278878023780722	0.0278887688655088	0.0263816530361276
TC>CG	0.000842036493861644	0.000841898890975182	0.00093180673025146	0.0009318390232047	0.000881482216524582
TC>CT	0.0262011355572151	0.0261968538521969	0.0289944612025989	0.0289954660427116	0.0274285440296248
TC>GA	0.0438018983742756	0.0437947404093979	0.0484716565142684	0.0484733363614797	0.0458538255151743
TC>GG	7.41032116331922e-18	7.40911019254881e-18	8.20034188974267e-18	8.20062608307224e-18	7.75746226181372e-18
TC>GT	0.0459019893922203	0.0458944882372457	0.0507956400457744	0.0507974004336054	0.0480522966015182
TG>AA	0.00142006154546738	0.00141222197884899	0.00154049997063256	0.00154054893440184	0.00145518887689914
TG>AC	0.000207008971768837	0.000205866161705451	0.000224565840789396	0.000224572978465621	0.000212129646139523
TG>AT	0.00250010835469609	0.00248630630079047	0.00271214783562071	0.00271223403943985	0.00256195224806186
TG>CA	0.0292012655828504	0.0290400575932327	0.03167788672005	0.0316788935806576	0.0299236022573626
TG>CC	0.000190008234956903	0.000188959278860076	0.000206123235507174	0.000206129786997429	0.000194708370852701
TG>CT	0.00433018767033363	0.00430628251296909	0.00469744005129507	0.00469758935630983	0.00443730129364314
TG>GA	2.02008755059444e-05	2.0089354910387e-05	2.19141545118153e-05	2.1914851038674e-05	2.07005741643398e-05
TG>GC	7.41032116331922e-18	7.36941187554295e-18	8.03880618477979e-18	8.03906169289974e-18	7.59362646325536e-18
TG>GT	0.00217009405187621	0.00215811386908613	0.00235414432131878	0.0023542191462338	0.0022237745513177
TT>AA	0.0145006284572373	0.0144529513067107	0.0142220805883719	0.0142226591951383	0.0133085378998975
TT>AC	7.41032116331922e-18	7.38595649536045e-18	7.26797359723006e-18	7.26826928523965e-18	6.80112178194763e-18
TT>AG	0.00696030165947392	0.00693741662722115	0.00682659868241852	0.00682687641366639	0.0063880981919508
TT>CA	0.00129005591102318	0.00128581428866599	0.00126527475579308	0.00126532623184334	0.00118400095799088
TT>CC	0.0028801248246099	0.00287065515609151	0.00282479945479387	0.00282491437806885	0.00264335097597964
TT>CG	0.00858037187331699	0.00855216015252263	0.00841554837574007	0.00841589075133012	0.00787498311593936
TT>GA	0.00869037664092362	0.00866180323140112	0.00852344002158289	0.00852378678660359	0.00797594443793858
TT>GC	0.0258011182204637	0.0257162857733198	0.0253054951158618	0.0253065246368668	0.0236800191598177
TT>GG	0.0847036710571036	0.0844251707364413	0.0830765672989724	0.0830799471605666	0.0777402179394013
